# gname               ra          dec         era       edec      l         b          el                      eb                      Speak   eSpeak   Sint   eSint   RMS       SNR   Yf     Reff   Npix   Simb_class       GD_name           
  G006.8109-00.1003   270.35066   -23.11837   3.69E-5   3.69E-5   6.81089   -0.10033   3.6243345478699446E-5   3.465764498001786E-5    0.0     0.0      0.0    0.0     1.15E-4   5.4   0.94   0.5    14     none             NULL              
  G006.8169+00.9271   269.38697   -22.60158   3.8E-5    3.8E-5    6.81693   0.92708    3.7414192943330344E-5   3.5892418009561225E-5   0.0     0.0      0.0    0.0     1.07E-4   5.2   0.91   0.5    13     none             NULL              
  G006.8174+00.6612   269.6368    -22.7341    3.87E-5   3.87E-5   6.81742   0.66116    3.812300726483011E-5    3.670433692869992E-5    0.0     0.0      0.0    0.0     1.05E-4   5.1   1.18   0.6    16     none             NULL              
  G006.8226+00.6341   269.66509   -22.74314   3.66E-5   3.66E-5   6.82261   0.63405    3.609891123994787E-5    3.4289396122871765E-5   0.0     0.0      0.0    0.0     9.69E-5   5.4   0.83   0.5    13     none             NULL              
  G006.8266+00.7102   269.59569   -22.70165   3.55E-5   3.55E-5   6.8266    0.71023    3.4802966249821254E-5   3.388809001181911E-5    0.0     0.0      0.0    0.0     1.07E-4   5.6   0.79   0.5    13     none             NULL              
  G006.8276+00.7213   269.58582   -22.6952    3.82E-5   3.82E-5   6.82764   0.72134    3.733966271284044E-5    3.5974753580907844E-5   0.0     0.0      0.0    0.0     1.09E-4   5.2   0.94   0.5    13     none             NULL              
  G006.8305+00.4085   269.88142   -22.84872   3.84E-5   3.84E-5   6.8305    0.40853    3.79497397272105E-5     3.608519515166409E-5    0.0     0.0      0.0    0.0     1.2E-4    5.2   0.58   0.4    9      none             NULL              
  G006.8306+01.0248   269.30276   -22.54076   3.63E-5   3.63E-5   6.83061   1.02485    3.589826275102779E-5    3.399572724260847E-5    0.0     0.0      0.0    0.0     2.18E-4   5.5   0.49   0.4    9      none             NULL              
  G006.8312-01.0129   271.22655   -23.5501    3.9E-5    3.9E-5    6.83116   -1.01291   3.823629670813033E-5    3.629093748003766E-5    0.0     0.0      0.0    0.0     1.71E-4   5.1   0.69   0.4    10     none             NULL              
  G006.8338-00.0453   270.31102   -23.0712    3.92E-5   3.92E-5   6.8338    -0.0453    3.8419348556756726E-5   3.691450169199256E-5    0.0     0.0      0.0    0.0     1.1E-4    5.1   0.75   0.5    11     none             NULL              
  G006.8341-00.8937   271.11485   -23.48913   3.72E-5   3.72E-5   6.8341    -0.89375   3.596026068192368E-5    3.5041507787268646E-5   0.0     0.0      0.0    0.0     1.02E-4   5.4   1.15   0.6    18     none             NULL              
  G006.8350+00.3490   269.93985   -22.87444   3.93E-5   3.93E-5   6.83498   0.34903    3.869504088713059E-5    3.668485980248504E-5    0.0     0.0      0.0    0.0     1.25E-4   5.1   0.9    0.5    13     none             NULL              
  G006.8363+00.7880   269.52795   -22.65444   3.81E-5   3.81E-5   6.83626   0.78796    3.730492709162716E-5    3.6036004515746364E-5   0.0     0.0      0.0    0.0     1.1E-4    5.2   0.88   0.5    13     none             NULL              
  G006.8368-00.0664   270.33255   -23.07909   2.97E-5   2.97E-5   6.83676   -0.06641   2.9421159630859087E-5   2.819200042897088E-5    0.0     0.0      0.0    0.0     1.19E-4   6.7   0.67   0.5    12     Pulsar           NULL              
  G006.8411+01.0244   269.3089    -22.5319    3.69E-5   3.69E-5   6.84113   1.02438    3.675517199803836E-5    3.4780014725688316E-5   0.0     0.0      0.0    0.0     2.24E-4   5.4   0.65   0.4    10     none             NULL              
  G006.8434+00.5771   269.72981   -22.75356   3.66E-5   3.66E-5   6.84337   0.57713    3.622781620051956E-5    3.483886214430909E-5    0.0     0.0      0.0    0.0     1.32E-4   5.4   0.83   0.5    13     none             NULL              
  G006.8450+00.8311   269.49219   -22.62533   3.93E-5   3.93E-5   6.84497   0.83109    3.879698616739407E-5    3.730652379936585E-5    0.0     0.0      0.0    0.0     1.19E-4   5.1   0.84   0.5    12     none             NULL              
  G006.8464-00.1082   270.37726   -23.09137   3.89E-5   3.89E-5   6.84645   -0.10823   3.833081164722151E-5    3.6723964889599034E-5   0.0     0.0      0.0    0.0     1.18E-4   5.1   0.81   0.5    12     none             NULL              
  G006.8512-00.0110   270.28805   -23.03909   3.97E-5   3.97E-5   6.85124   -0.01103   3.87918216755355E-5     3.743850568309053E-5    0.0     0.0      0.0    0.0     1.26E-4   5.0   0.9    0.5    13     none             NULL              
  G006.8526+00.7983   269.52711   -22.63516   3.8E-5    3.8E-5    6.85258   0.79827    3.69329090359066E-5     3.570829037873852E-5    0.0     0.0      0.0    0.0     1.17E-4   5.2   0.73   0.5    11     none             NULL              
  G006.8580+00.0887   270.19757   -22.98375   3.94E-5   3.94E-5   6.85801   0.08873    3.887697278991349E-5    3.6764606903702995E-5   0.0     0.0      0.0    0.0     1.12E-4   5.0   1.02   0.5    14     none             NULL              
  G006.8593+00.6102   269.70739   -22.72325   3.91E-5   3.91E-5   6.85932   0.61017    3.874520417818181E-5    3.687065489641915E-5    0.0     0.0      0.0    0.0     1.1E-4    5.1   0.92   0.5    12     none             NULL              
  G006.8620-00.7626   271.00526   -23.40043   2.99E-5   2.99E-5   6.86204   -0.76261   2.943208683365721E-5    2.8440904914361714E-5   0.0     0.0      0.0    0.0     1.16E-4   6.7   0.86   0.6    16     none             NULL              
  G006.8624-01.0222   271.25204   -23.52742   3.49E-5   3.49E-5   6.86238   -1.02217   3.4282959007238484E-5   3.295879077699274E-5    0.0     0.0      0.0    0.0     1.9E-4    5.7   0.99   0.6    16     none             NULL              
  G006.8630+00.8128   269.51919   -22.61885   3.59E-5   3.59E-5   6.86305   0.81276    3.4800978610176766E-5   3.394231262105294E-5    0.0     0.0      0.0    0.0     1.28E-4   5.5   0.89   0.5    14     none             NULL              
  G006.8631+00.2345   270.06287   -22.90698   3.76E-5   3.76E-5   6.86309   0.23452    3.644756236369289E-5    3.5667490218662575E-5   0.0     0.0      0.0    0.0     1.19E-4   5.3   0.99   0.5    15     none             NULL              
  G006.8663+00.8019   269.53113   -22.62143   3.92E-5   3.92E-5   6.86632   0.80192    3.8162258107016755E-5   3.662354960649223E-5    0.0     0.0      0.0    0.0     1.15E-4   5.1   0.83   0.5    12     none             NULL              
  G006.8698+00.0210   270.26783   -23.00709   3.92E-5   3.92E-5   6.86981   0.02099    3.81058249439625E-5     3.7407827917662734E-5   0.0     0.0      0.0    0.0     1.11E-4   5.1   0.96   0.5    13     none             NULL              
  G006.8737+00.8642   269.47671   -22.5839    3.57E-5   3.57E-5   6.87371   0.86419    3.555569097971169E-5    3.34769996951432E-5     0.0     0.0      0.0    0.0     1.13E-4   5.6   0.77   0.5    13     none             NULL              
  G006.8740-00.1000   270.38437   -23.06335   3.94E-5   3.94E-5   6.87404   -0.10005   3.8787256334557875E-5   3.6989788248482783E-5   0.0     0.0      0.0    0.0     1.33E-4   5.0   0.91   0.5    13     none             NULL              
  G006.8833-00.9349   271.18023   -23.46638   3.38E-5   3.38E-5   6.88334   -0.93486   3.330869766204508E-5    3.1769208448316124E-5   0.0     0.0      0.0    0.0     1.19E-4   5.9   0.72   0.5    12     none             NULL              
  G006.8958+01.0234   269.33945   -22.4851    3.96E-5   3.96E-5   6.89578   1.0234     3.920653421230449E-5    3.744254078430795E-5    0.0     0.0      0.0    0.0     2.08E-4   5.0   0.69   0.4    10     none             NULL              
  G006.9014+00.5515   269.78525   -22.716     3.9E-5    3.9E-5    6.90141   0.55153    3.8322213767448414E-5   3.6706040371223234E-5   0.0     0.0      0.0    0.0     1.15E-4   5.1   0.97   0.5    13     none             NULL              
  G006.9021+00.3223   270.00117   -22.82953   3.86E-5   3.86E-5   6.90205   0.32234    3.782954428387093E-5    3.5891372667224356E-5   0.0     0.0      0.0    0.0     1.06E-4   5.2   0.78   0.5    11     none             NULL              
  G006.9084-00.2315   270.52707   -23.09846   3.78E-5   3.78E-5   6.90843   -0.23151   3.6859321808661506E-5   3.559184515098367E-5    0.0     0.0      0.0    0.0     1.09E-4   5.3   0.96   0.5    14     none             NULL              
  G006.9133+01.0244   269.34795   -22.46944   3.94E-5   3.94E-5   6.91327   1.02445    3.883193653845189E-5    3.741749793292847E-5    0.0     0.0      0.0    0.0     2.03E-4   5.0   0.72   0.5    12     none             NULL              
  G006.9138-00.4735   270.75889   -23.21314   3.96E-5   3.96E-5   6.91382   -0.47349   3.9118575454354667E-5   3.728669993681812E-5    0.0     0.0      0.0    0.0     1.17E-4   5.0   0.9    0.5    12     none             NULL              
  G006.9172+01.0296   269.34523   -22.46347   3.3E-5    3.3E-5    6.91717   1.02962    3.228192270972622E-5    3.089549891295986E-5    0.0     0.0      0.0    0.0     2.48E-4   6.0   0.47   0.4    9      none             NULL              
  G006.9188-00.9981   271.25922   -23.46646   3.81E-5   3.81E-5   6.91877   -0.99807   3.699069652228796E-5    3.5838398821669874E-5   0.0     0.0      0.0    0.0     1.59E-4   5.2   0.79   0.5    12     none             NULL              
  G006.9199+01.0242   269.35174   -22.46383   3.5E-5    3.5E-5    6.91988   1.02423    3.4165962780469263E-5   3.353230025441788E-5    0.0     0.0      0.0    0.0     2.02E-4   5.7   0.78   0.5    13     none             NULL              
  G006.9232-00.9659   271.23102   -23.44682   3.75E-5   3.75E-5   6.92322   -0.96589   3.65196167905246E-5     3.548713096870666E-5    0.0     0.0      0.0    0.0     1.29E-4   5.3   0.94   0.5    14     none             NULL              
  G006.9260+01.0213   269.35785   -22.45997   3.88E-5   3.88E-5   6.92605   1.02128    3.7947655764663336E-5   3.62317370763329E-5     0.0     0.0      0.0    0.0     2.07E-4   5.1   0.73   0.5    11     none             NULL              
  G006.9265-01.0250   271.28896   -23.4729    3.31E-5   3.31E-5   6.92651   -1.02501   3.253023819886034E-5    3.095282473291468E-5    0.0     0.0      0.0    0.0     2.4E-4    6.0   0.98   0.6    18     none             NULL              
  G006.9309-00.6130   270.90023   -23.26693   3.92E-5   3.92E-5   6.93092   -0.61301   3.884361189065222E-5    3.681790268805784E-5    0.0     0.0      0.0    0.0     1.32E-4   5.1   0.82   0.5    11     none             NULL              
  G006.9326-00.8448   271.121     -23.37927   3.46E-5   3.46E-5   6.93263   -0.84478   3.375293494145763E-5    3.270383274623701E-5    0.0     0.0      0.0    0.0     1.25E-4   5.8   0.71   0.5    11     none             NULL              
  G006.9338+00.0461   270.2786    -22.93902   3.61E-5   3.61E-5   6.93384   0.04611    3.5533970012025706E-5   3.379398807447747E-5    0.0     0.0      0.0    0.0     1.18E-4   5.5   0.78   0.5    12     none             G006.937+00.050   
  G006.9338-00.3691   270.67084   -23.1443    3.94E-5   3.94E-5   6.93382   -0.36913   3.866575709647959E-5    3.710400757075125E-5    0.0     0.0      0.0    0.0     1.13E-4   5.0   1.11   0.5    15     none             NULL              
  G006.9360-00.6778   270.9644    -23.29438   3.94E-5   3.94E-5   6.93599   -0.67784   3.898120306285372E-5    3.680609970191154E-5    0.0     0.0      0.0    0.0     1.08E-4   5.0   0.89   0.5    12     none             NULL              
  G006.9396+00.3522   269.99327   -22.78209   3.8E-5    3.8E-5    6.93959   0.35225    3.69881824689536E-5     3.5723514433958516E-5   0.0     0.0      0.0    0.0     1.14E-4   5.2   1.03   0.5    14     none             NULL              
  G006.9405-00.1820   270.49754   -23.04611   3.65E-5   3.65E-5   6.94052   -0.18202   3.603931020943693E-5    3.4407608656558644E-5   0.0     0.0      0.0    0.0     1.01E-4   5.5   1.01   0.6    16     none             NULL              
  G006.9443-00.6643   270.95604   -23.2805    3.71E-5   3.71E-5   6.94431   -0.66433   3.6145769563872236E-5   3.4457323935957653E-5   0.0     0.0      0.0    0.0     1.08E-4   5.4   0.99   0.5    15     none             NULL              
  G006.9463-00.7211   271.01093   -23.30671   3.74E-5   3.74E-5   6.94625   -0.72112   3.670975745252568E-5    3.515713848226136E-5    0.0     0.0      0.0    0.0     1.14E-4   5.3   0.97   0.5    14     none             NULL              
  G006.9492-00.3919   270.70061   -23.14218   3.91E-5   3.91E-5   6.94916   -0.3919    3.8744604628593775E-5   3.703230385464259E-5    0.0     0.0      0.0    0.0     1.08E-4   5.1   1.04   0.5    14     none             NULL              
  G006.9514-01.0059   271.28414   -23.44183   3.7E-5    3.7E-5    6.95144   -1.00594   3.659083721305744E-5    3.445517790018821E-5    0.0     0.0      0.0    0.0     1.78E-4   5.4   0.9    0.5    13     none             NULL              
  G006.9591+00.5259   269.8405    -22.67879   3.32E-5   3.32E-5   6.95908   0.52587    3.275917276083342E-5    3.1177387322222163E-5   0.0     0.0      0.0    0.0     1.1E-4    6.0   0.81   0.5    14     none             NULL              
  G006.9611-00.2483   270.57118   -23.06095   3.95E-5   3.95E-5   6.96108   -0.24827   3.851592569245186E-5    3.700092574189417E-5    0.0     0.0      0.0    0.0     1.15E-4   5.0   0.93   0.5    13     none             NULL              
  G006.9620+00.4642   269.90007   -22.707     3.94E-5   3.94E-5   6.96198   0.46416    3.838547311010174E-5    3.717397750384437E-5    0.0     0.0      0.0    0.0     1.17E-4   5.0   1.01   0.5    14     none             NULL              
  G006.9636+01.0154   269.3837    -22.43043   3.29E-5   3.29E-5   6.96358   1.01539    3.255917245035442E-5    3.1196552406881764E-5   0.0     0.0      0.0    0.0     1.72E-4   6.0   0.84   0.5    15     none             NULL              
  G006.9729+00.8215   269.57045   -22.5193    3.93E-5   3.93E-5   6.97294   0.82151    3.8598773088585796E-5   3.7392780611630366E-5   0.0     0.0      0.0    0.0     1.03E-4   5.1   0.91   0.5    12     none             NULL              
  G006.9737-00.5471   270.86064   -23.19728   3.77E-5   3.77E-5   6.97367   -0.54708   3.641113677297856E-5    3.550398985085878E-5    0.0     0.0      0.0    0.0     1.14E-4   5.3   0.65   0.5    11     none             NULL              
  G006.9774+00.0831   270.26711   -22.88285   3.89E-5   3.89E-5   6.97739   0.08313    3.823256287800637E-5    3.6701909770994535E-5   0.0     0.0      0.0    0.0     1.14E-4   5.1   0.76   0.5    11     none             NULL              
  G006.9785+00.8413   269.55491   -22.50464   3.31E-5   3.31E-5   6.97847   0.84127    3.2327712181393696E-5   3.1600878810176434E-5   0.0     0.0      0.0    0.0     1.02E-4   6.0   0.83   0.5    14     none             G006.978+00.842   
  G006.9801+01.0233   269.38522   -22.41217   3.56E-5   3.56E-5   6.9801    1.02331    3.523359471486436E-5    3.369893477824727E-5    0.0     0.0      0.0    0.0     1.8E-4    5.6   0.68   0.4    10     none             NULL              
  G006.9815-00.3986   270.72429   -23.11737   3.79E-5   3.79E-5   6.98149   -0.39861   3.695568468194725E-5    3.5824588372413766E-5   0.0     0.0      0.0    0.0     1.08E-4   5.2   1.02   0.5    15     none             NULL              
  G006.9816-01.0292   271.32231   -23.42688   3.22E-5   3.22E-5   6.98162   -1.02917   3.116229076463053E-5    3.062740695447842E-5    0.0     0.0      0.0    0.0     2.59E-4   6.2   0.5    0.4    10     none             NULL              
  G006.9820-01.0283   271.32175   -23.42611   3.25E-5   3.25E-5   6.98204   -1.02834   3.131177894373113E-5    3.03014439586691E-5     0.0     0.0      0.0    0.0     2.89E-4   6.1   0.51   0.4    10     none             NULL              
  G006.9845-01.0250   271.31992   -23.42231   3.76E-5   3.76E-5   6.98453   -1.02502   3.751977610369135E-5    3.545919831700427E-5    0.0     0.0      0.0    0.0     2.43E-4   5.3   0.77   0.5    11     none             NULL              
