# gname               ra          dec         era       edec      l         b          el        eb        Class                Speak   eSpeak   Sint     eSint   RMS    SNR     Yf     Reff   Npix   Alpha    eAlpha  
  G003.2034+00.9763   267.33129   -25.69012   2.53E-5   2.53E-5   3.2034    0.97628    2.46E-5   2.33E-5   EgC                  0.92    0.13     0.59     0.12    0.12   7.88    0.64   0.53   14     -1.09    0.37    
  G003.2079+00.2413   268.03553   -26.06257   2.38E-5   2.38E-5   3.20788   0.24131    2.32E-5   2.21E-5   EgC                  0.81    0.11     0.61     0.1     0.1    8.39    0.75   0.58   17     -0.68    0.66    
  G003.2136+00.2092   268.06951   -26.07396   2.53E-5   2.53E-5   3.21363   0.20924    2.47E-5   2.35E-5   EgC                  0.83    0.12     0.92     0.12    0.11   7.88    1.11   0.68   23     0.11     0.62    
  G003.2328+00.1577   268.12979   -26.08377   9.63E-6   9.63E-6   3.23276   0.15765    9.38E-6   8.89E-6   EgC                  2.18    0.16     1.96     0.14    0.11   21.56   0.9    0.8    32     -0.51    0.24    
  G003.2400+00.1733   268.11893   -26.06958   2.43E-5   2.43E-5   3.24001   0.17327    2.36E-5   2.25E-5   EgC                  0.81    0.11     0.64     0.11    0.1    8.23    0.8    0.58   17     -0.38    0.22    
  G003.2618+00.7997   267.53276   -25.73074   2.64E-5   2.64E-5   3.26179   0.79967    2.57E-5   2.47E-5   EgC                  0.75    0.11     0.62     0.11    0.1    7.56    0.83   0.58   17     -0.07    0.71    
  G003.2674+00.5787   267.74674   -25.83915   1.01E-5   1.01E-5   3.26739   0.57866    9.98E-6   9.39E-6   EgC                  2.02    0.15     1.76     0.13    0.1    20.4    0.87   0.79   31     0.22     0.23    
  G003.2691+00.3525   267.96388   -25.95323   8.34E-6   8.34E-6   3.2691    0.35246    8.13E-6   7.76E-6   EgC                  2.7     0.18     2.24     0.15    0.11   25.28   0.83   0.81   33     -0.05    0.11    
  G003.2710-00.3133   268.60367   -26.28983   1.98E-5   1.98E-5   3.271     -0.31333   1.93E-5   1.82E-5   EgC                  1.02    0.11     0.81     0.11    0.1    10.12   0.79   0.63   20     -0.42    0.46    
  G003.2756+00.5053   267.82149   -25.86964   1.56E-5   1.56E-5   3.27558   0.50526    1.52E-5   1.45E-5   EgC                  1.4     0.13     1.15     0.12    0.11   12.93   0.82   0.69   24     -0.61    0.17    
  G003.2924-00.1085   268.41888   -26.16768   1.12E-5   1.12E-5   3.29236   -0.10854   1.07E-5   1.04E-5   EgC                  2.09    0.16     1.89     0.15    0.12   18.39   0.9    0.77   30     -0.07    0.26    
  G003.2982-00.2522   268.56019   -26.23546   9.15E-6   9.15E-6   3.29816   -0.25219   8.91E-6   8.41E-6   EgC                  2.16    0.16     1.89     0.14    0.1    22.8    0.87   0.79   31     -0.49    0.14    
  G003.3273+00.4290   267.92367   -25.86414   1.29E-5   1.29E-5   3.32726   0.42902    1.26E-5   1.2E-5    EgC                  1.72    0.15     1.74     0.14    0.11   15.82   1.01   0.79   31     -0.78    0.26    
  G003.3298-00.8694   269.17303   -26.51928   9.91E-6   9.91E-6   3.32984   -0.86943   9.68E-6   9.21E-6   PN                   3.3     0.24     6.46     0.36    0.16   20.89   1.96   1.28   82     -0.09    0.16    
  G003.3473-00.3269   268.65973   -26.23091   1.11E-5   1.11E-5   3.34725   -0.32691   1.07E-5   1.03E-5   Other                2.11    0.16     3.17     0.2     0.11   18.51   1.51   1.01   51     -1.28    0.39    
  G003.3488-00.0759   268.41942   -26.10253   6.6E-6    6.6E-6    3.34875   -0.07592   6.4E-6    6.15E-6   HII                  15.29   0.95     23.68    1.27    0.46   33.3    1.55   1.17   69     0.1      0.06    
  G003.3511-00.0774   268.42212   -26.10127   3.66E-6   3.66E-6   3.35107   -0.07737   3.57E-6   3.38E-6   HII                  41.98   2.33     100.98   5.07    0.49   85.35   2.41   1.56   123    -0.11    0.16    
  G003.3512-00.0783   268.42305   -26.10162   1.34E-5   1.34E-5   3.3512    -0.07826   1.31E-5   1.24E-5   HII                  7.1     0.6      9.68     0.67    0.47   15.16   1.36   0.95   45     -0.39    0.18    
  G003.3594-00.8039   269.12627   -26.46081   1.91E-5   1.91E-5   3.35939   -0.80388   1.86E-5   1.78E-5   EgC                  1.0     0.11     0.86     0.11    0.1    10.5    0.85   0.66   22     0.34     0.22    
  G003.3660-00.3570   268.69921   -26.22992   2.57E-5   2.57E-5   3.36601   -0.35697   2.49E-5   2.41E-5   Radio-star           0.78    0.11     0.73     0.11    0.1    7.75    0.94   0.63   20     -0.41    0.64    
  G003.4102+00.2553   268.13677   -25.88139   8.2E-6    8.2E-6    3.41015   0.25526    8.0E-6    7.61E-6   EgC                  2.61    0.17     2.25     0.15    0.1    25.78   0.86   0.82   34     -0.73    0.15    
  G003.4240-00.8926   269.24826   -26.44945   2.05E-5   2.05E-5   3.42404   -0.89263   2.0E-5    1.91E-5   EgC                  0.95    0.11     0.8      0.11    0.1    9.75    0.84   0.63   20     0.54     0.43    
  G003.4339-00.8041   269.16825   -26.39647   2.49E-5   2.49E-5   3.43391   -0.80407   2.41E-5   2.27E-5   EgC                  0.76    0.11     0.66     0.1     0.1    8.01    0.87   0.61   19     0.09     0.51    
  G003.4384-00.3484   268.73169   -26.16315   6.88E-6   6.88E-6   3.43836   -0.34839   6.7E-6    6.31E-6   HII                  7.09    0.45     24.87    1.26    0.23   31.66   3.51   1.82   167    -0.42    0.16    
  G003.4393-00.3030   268.68858   -26.13935   2.54E-5   2.54E-5   3.43934   -0.30297   2.47E-5   2.33E-5   EgC                  0.74    0.11     0.59     0.1     0.1    7.85    0.79   0.56   16     -0.16    0.65    
  G003.4543+00.1297   268.28192   -25.90722   3.95E-6   3.95E-6   3.45431   0.12969    3.86E-6   3.62E-6   EgC                  8.67    0.48     8.48     0.44    0.12   72.0    0.98   1.04   54     -0.85    0.1     
  G003.4594+01.0370   267.41943   -25.43936   1.28E-5   1.28E-5   3.45942   1.03696    1.25E-5   1.19E-5   PN                   4.87    0.4      6.06     0.43    0.31   15.87   1.24   0.98   48     1.44     0.64    
  G003.4708-00.9864   269.36506   -26.45597   1.05E-5   1.05E-5   3.47082   -0.98639   1.02E-5   9.66E-6   Radio-star           2.31    0.17     1.88     0.15    0.12   19.7    0.82   0.75   28     0.24     0.17    
  G003.4789-00.7384   269.13013   -26.32458   8.27E-6   8.27E-6   3.47892   -0.73843   8.13E-6   7.63E-6   PN                   2.84    0.19     3.73     0.22    0.11   25.54   1.31   0.96   46     -0.51    0.32    
  G003.4805+01.0123   267.45485   -25.43391   1.02E-5   1.02E-5   3.48052   1.01231    9.9E-6    9.46E-6   Radio-star           3.26    0.24     3.0      0.22    0.16   20.3    0.92   0.82   34     -0.81    0.24    
  G003.4939+00.6101   267.84527   -25.62845   1.63E-5   1.63E-5   3.49386   0.61009    1.59E-5   1.52E-5   EgC                  1.21    0.12     1.07     0.11    0.1    12.39   0.88   0.69   24     0.44     0.48    
  G003.5368+00.1075   268.3497    -25.84746   2.29E-5   2.29E-5   3.53676   0.10751    2.22E-5   2.12E-5   PN                   0.85    0.11     0.94     0.11    0.1    8.71    1.11   0.71   25     -0.22    0.32    
  G003.5575+00.0455   268.42076   -25.86109   3.55E-6   3.55E-6   3.55746   0.04548    3.47E-6   3.27E-6   EgC                  9.84    0.54     9.46     0.48    0.11   92.86   0.96   1.07   58     -0.91    0.05    
  G003.5586-00.4942   268.93947   -26.13285   1.77E-5   1.77E-5   3.55859   -0.49416   1.73E-5   1.65E-5   EgC                  1.1     0.12     1.14     0.11    0.1    11.34   1.04   0.75   28     -0.33    0.33    
  G003.5658-01.0096   269.44054   -26.3854    1.59E-5   1.59E-5   3.56577   -1.00958   1.53E-5   1.47E-5   EgC                  1.83    0.18     1.68     0.17    0.15   12.7    0.92   0.71   25     -1.0     0.46    
  G003.5793+00.9485   267.57158   -25.38187   1.94E-5   1.94E-5   3.5793    0.9485     1.9E-5    1.81E-5   EgC                  1.08    0.12     0.89     0.12    0.11   10.33   0.82   0.65   21     -0.19    0.22    
  G003.6011-00.3420   268.81704   -26.01943   5.67E-6   5.67E-6   3.60111   -0.34201   5.54E-6   5.27E-6   EgC                  3.94    0.23     3.78     0.21    0.1    40.36   0.96   0.9    41     -1.13    0.16    
  G003.6042-00.7379   269.19978   -26.21595   2.79E-5   2.79E-5   3.60423   -0.73788   2.76E-5   2.6E-5    EgC                  0.66    0.1      0.6      0.1     0.09   7.14    0.9    0.61   19     0.15     0.33    
  G003.6080+00.6685   267.85428   -25.5005    2.03E-5   2.03E-5   3.60802   0.66847    1.96E-5   1.87E-5   EgC                  1.24    0.15     1.02     0.14    0.13   9.85    0.82   0.63   20     0.23     0.28    
  G003.6122+00.8224   267.71012   -25.41825   1.97E-5   1.97E-5   3.61215   0.82238    1.91E-5   1.83E-5   EgC                  1.11    0.13     0.98     0.12    0.11   10.16   0.88   0.66   22     -0.16    0.27    
  G003.6165+00.8185   267.71628   -25.41647   1.75E-5   1.75E-5   3.61653   0.81851    1.72E-5   1.63E-5   EgC                  1.21    0.12     0.88     0.11    0.11   11.51   0.73   0.61   19     -0.31    0.32    
  G003.6174-00.2028   268.69248   -25.93507   3.82E-6   3.82E-6   3.61739   -0.20276   3.71E-6   3.55E-6   EgC                  9.74    0.56     9.93     0.51    0.13   77.15   1.02   1.09   60     -0.32    0.06    
  G003.6360+00.0854   268.42684   -25.77317   4.79E-6   4.79E-6   3.63601   0.08535    4.59E-6   4.49E-6   Radio-star           5.1     0.3      4.98     0.27    0.1    51.32   0.98   0.95   45     -0.99    0.16    
  G003.6497-00.4854   268.98211   -26.04976   2.68E-5   2.68E-5   3.64967   -0.4854    2.61E-5   2.46E-5   EgC                  0.68    0.1      0.64     0.1     0.09   7.44    0.95   0.61   19     -0.25    0.64    
  G003.6509-00.5433   269.03844   -26.07785   2.19E-5   2.19E-5   3.65086   -0.54327   2.11E-5   2.05E-5   EgC                  0.82    0.1      0.63     0.1     0.09   9.15    0.76   0.6    18     0.18     0.42    
  G003.6589+00.2356   268.29603   -25.67721   9.99E-6   9.99E-6   3.65889   0.23559    9.73E-6   9.15E-6   EgC                  2.04    0.15     1.64     0.13    0.1    20.7    0.8    0.77   30     -0.57    0.21    
  G003.6604-00.1131   268.63062   -25.85263   3.65E-6   3.65E-6   3.66039   -0.11307   3.59E-6   3.36E-6   HII                  16.97   0.94     25.79    1.3     0.2    85.92   1.52   1.32   87     -0.17    0.1     
  G003.6642-00.9600   269.44756   -26.27541   2.45E-5   2.45E-5   3.66416   -0.96      2.37E-5   2.26E-5   EgC                  0.85    0.12     0.82     0.11    0.11   8.15    0.96   0.65   21     -0.23    0.47    
  G003.6673-00.3163   268.82945   -25.94934   2.03E-5   2.03E-5   3.66726   -0.31628   1.98E-5   1.87E-5   EgC                  1.0     0.12     1.29     0.12    0.1    9.87    1.3    0.81   33     -0.59    0.78    
  G003.6676-00.7912   269.28666   -26.1879    1.38E-5   1.38E-5   3.66762   -0.79124   1.34E-5   1.27E-5   Radio-star           1.54    0.13     1.24     0.12    0.11   14.71   0.8    0.71   25     -0.17    0.32    
  G003.6785-00.0261   268.55742   -25.793     8.7E-6    8.7E-6    3.67849   -0.02607   8.53E-6   8.1E-6    EgC                  2.25    0.15     1.9      0.13    0.09   24.11   0.84   0.77   30     -0.84    0.14    
  G003.6898+00.5118   268.04976   -25.5101    2.51E-5   2.51E-5   3.68977   0.51182    2.5E-5    2.36E-5   EgC                  1.01    0.14     0.87     0.13    0.13   7.97    0.86   0.63   20     -0.2     0.33    
  G003.6960-00.1006   268.63864   -25.81557   1.48E-5   1.48E-5   3.69602   -0.10055   1.44E-5   1.37E-5   PN                   1.46    0.13     1.33     0.13    0.11   13.65   0.91   0.75   28     0.41     0.4     
  G003.6981-00.6685   269.18539   -26.09996   2.01E-5   2.01E-5   3.69808   -0.66848   1.95E-5   1.87E-5   EgC                  0.93    0.11     0.75     0.1     0.09   9.95    0.81   0.65   21     -0.23    0.26    
  G003.7025+00.7967   267.78566   -25.35374   2.11E-5   2.11E-5   3.7025    0.79673    2.06E-5   1.97E-5   Radio-star           1.14    0.14     1.23     0.14    0.12   9.47    1.08   0.72   26     -0.05    0.43    
  G003.7180-00.9371   269.45549   -26.2173    1.24E-5   1.24E-5   3.71804   -0.93708   1.23E-5   1.14E-5   Radio-star           1.59    0.13     1.41     0.12    0.1    16.38   0.89   0.76   29     -0.47    0.13    
  G003.7205-00.3430   268.88493   -25.91686   1.64E-5   1.64E-5   3.72047   -0.343     1.61E-5   1.52E-5   EgC                  1.15    0.12     0.94     0.11    0.1    12.27   0.81   0.68   23     0.7      0.35    
  G003.7205+00.0158   268.54096   -25.73557   2.28E-5   2.28E-5   3.72051   0.01579    2.21E-5   2.13E-5   HII                  0.97    0.12     1.9      0.15    0.11   8.76    1.96   0.95   45     -0.61    0.39    
  G003.7206+00.0148   268.54196   -25.73605   2.78E-5   2.78E-5   3.72055   0.01477    2.74E-5   2.57E-5   HII                  0.78    0.12     1.0      0.12    0.11   7.18    1.28   0.72   26     0.11     0.26    
  G003.7236-00.8403   269.36526   -26.16401   1.76E-5   1.76E-5   3.72364   -0.84031   1.73E-5   1.64E-5   EgC                  1.12    0.12     0.89     0.11    0.1    11.41   0.79   0.65   21     -0.21    0.33    
  G003.7277-00.2384   268.78864   -25.85787   2.2E-5    2.2E-5    3.72772   -0.23844   2.14E-5   2.04E-5   Radio-star           0.86    0.11     0.98     0.11    0.09   9.07    1.14   0.73   27     -0.59    0.54    
  G003.7312-00.1702   268.72511   -25.82038   8.02E-6   8.02E-6   3.7312    -0.17016   7.85E-6   7.34E-6   EgC                  2.53    0.17     2.43     0.16    0.1    26.45   0.96   0.86   37     -0.38    0.19    
  G003.7344+00.6789   267.91586   -25.38649   1.88E-5   1.88E-5   3.73445   0.67886    1.86E-5   1.75E-5   Radio-star           1.38    0.15     1.22     0.15    0.13   10.65   0.88   0.68   23     -0.65    0.32    
  G003.7392+00.9152   267.69385   -25.26163   2.08E-5   2.08E-5   3.7392    0.91516    2.03E-5   1.92E-5   EgC                  1.25    0.15     0.93     0.14    0.13   9.63    0.75   0.58   17     -0.28    0.31    
  G003.7415+00.1395   268.43442   -25.65477   1.27E-5   1.27E-5   3.74152   0.1395     1.25E-5   1.18E-5   EgC                  1.48    0.12     1.2      0.11    0.09   16.04   0.81   0.71   25     0.64     0.41    
  G003.7416+00.9205   267.69012   -25.25682   3.19E-6   3.19E-6   3.74161   0.92053    3.14E-6   2.97E-6   EgC                  16.12   0.9      16.72    0.84    0.12   134.5   1.04   1.18   70     -1.38    0.08    
